a,b,c
Oli2,SV2,70.12575
Oli2,SV3,68.71070274
Oli2,San_F,95.96921829
Oli2,San_J,107.2330843
Oli2,JMH,101.9808668
Oli2,Duit,130.4101679
Oli2,Nar,137.9408668
Oli2,Ller,92.854581
Oli2,Urib,104.32975
Oli2,Mede,82.90180927
Oli2,Padu,143.8738343
Oli3,Disin,71.15529795
Oli3,Quimi,60.85703784
Oli3,Phar,85.73733468
Oli3,Alc,64.56596846
Oli3,Occ,99.5788037
Oli3,Car,95.98780649
Oli3,Lib,112.991668
Oli3,Cal,80.94192131
Oli3,Fab,84.38848802
Oli3,Mul,112.4245869
Oli3,Sab,31.0608016
Oli3,Boy,74.84353529
Oli3,Med,63.54178784
Oli3,Yum,100.4228037
Oli3,Cart,101.6209213
Oli3,Iba,102.8343673
Oli3,CV1,126.8976129
Oli3,CV2,90.27444174
Oli3,CV3,95.20815372
Oli3,Oli1,99.06423175
Oli3,Oli2,114.7508721
Oli3,Oli3,0
Oli3,Disf,63.82446846
Oli3,Audi,70.48379795
Oli3,Caf1,113.9870447
Oli3,Caf2,91.34007023
Oli3,Caf3,52.30439161
Oli3,Col1,62.80528784
Oli3,Col2,73.85904795
Oli3,Col3,81.43692131
Oli3,Comp1,69.73654795
Oli3,Comp2,92.6655537
Oli3,Comp3,67.98979795
Oli3,Sura1,64.63603714
Oli3,Sura2,95.08067131
Oli3,San1,64.623333
Oli3,San2,73.62186668
Oli3,SV1,71.56394855
Oli3,SV2,93.6063363
Oli3,SV3,105.7486446
Oli3,San_F,84.62344979
Oli3,San_J,84.68858468
Oli3,JMH,105.3349599
Oli3,Duit,86.83453529
Oli3,Nar,69.15995987
Oli3,Ller,102.1078673
Oli3,Urib,61.34528784
Oli3,Mede,70.6332494
Oli3,Padu,82.11408688
Disf,Disin,103.67725
Disf,Quimi,62.5599031
Disf,Phar,87.44019994
Disf,Alc,0.7415
Disf,Occ,102.4920729
Disf,Car,148.4736894
Disf,Lib,114.6945333
Disf,Cal,82.64478657
Disf,Fab,91.61057513
Disf,Mul,135.597977
Disf,Sab,32.76366686
Disf,Boy,71.2095
Disf,Med,65.2446531
Disf,Yum,103.7268229
Disf,Cart,103.3237866
Disf,Iba,127.192
Disf,CV1,121.083
Disf,CV2,92.55078047
Disf,CV3,73.83458732
Disf,Oli1,141.2807833
Disf,Oli2,125.7763311
Disf,Oli3,63.82446846
Disf,Disf,0
Disf,Audi,104.88425
Disf,Caf1,50.2395
Disf,Caf2,80.69226297
Disf,Caf3,69.68038088
Disf,Col1,64.5081531
Disf,Col2,97.9415
Disf,Col3,83.13978657
Disf,Comp1,104.18275
Disf,Comp2,108.6915729
Disf,Comp3,104.1825
Disf,Sura1,73.7494031
Disf,Sura2,96.78353657
Disf,San1,127.9342524
Disf,San2,107.4667626
Disf,SV1,73.26681381
Disf,SV2,157.4308048
Disf,SV3,114.8620106
Disf,San_F,86.32631505
Disf,San_J,86.39144994
Disf,JMH,107.0378251
Disf,Duit,79.814
Disf,Nar,70.86282513
Disf,Ller,126.61
Disf,Urib,63.0481531
Disf,Mede,105.02875
Disf,Padu,105.287477
Audi,Disin,2.926
Audi,Quimi,93.57224474
Audi,Phar,102.3318549
Audi,Alc,104.60275
Audi,Occ,102.1356346
Audi,Car,104.7686991
Audi,Lib,133.8358104
Audi,Cal,74.28875
Audi,Fab,140.9305345
Audi,Mul,76.53125
Audi,Sab,82.77423369
Audi,Boy,38.9915
Audi,Med,93.63024474
Audi,Yum,103.3703846
Audi,Cart,83.655
Audi,Iba,47.9085
Audi,CV1,91.80125
Audi,CV2,66.7799248
Audi,CV3,79.03937369
Audi,Oli1,107.1735604
Audi,Oli2,82.07134082
Audi,Oli3,66.26866007
Audi,Disf,104.06
Audi,Audi,0
Audi,Caf1,85.40445965
Audi,Caf2,36.98727266
Audi,Caf3,88.04552886
Audi,Col1,92.01674474
Audi,Col2,6.695
Audi,Col3,74.1075
Audi,Comp1,1.50725
Audi,Comp2,108.3351346
Audi,Comp3,2.35825
Audi,Sura1,82.35349474
Audi,Sura2,78.373
Audi,San1,27.57075
Audi,San2,88.8769402
Audi,SV1,123.2773806
Audi,SV2,138.0845604
Audi,SV3,41.15849727
Audi,San_F,91.92998893
Audi,San_J,103.1938549
Audi,JMH,84.65178446
Audi,Duit,50.531
Audi,Nar,120.6117845
Audi,Ller,47.182
Audi,Urib,93.19124474
Audi,Mede,1.67175
Audi,Padu,106.754
Caf1,Disin,87.1891974
Caf1,Quimi,112.8106531
Caf1,Phar,109.4042224
Caf1,Alc,50.39
Caf1,Occ,109.2080021
Caf1,Car,111.8410666
Caf1,Lib,140.9081779
Caf1,Cal,98.63731901
Caf1,Fab,141.8613251
Caf1,Mul,148.3459691
Caf1,Sab,83.01441686
Caf1,Boy,103.36475
Caf1,Med,115.4954031
Caf1,Yum,110.4427521
Caf1,Cart,118.607069
Caf1,Iba,96.61421913
Caf1,CV1,123.44425
Caf1,CV2,86.22879692
Caf1,CV3,123.4830873
Caf1,Oli1,114.2459279
Caf1,Oli2,89.14370832
Caf1,Oli3,113.7120778
Caf1,Disf,50.25075
Caf1,Audi,84.2631974
Caf1,Caf1,0
Caf1,Caf2,44.05964016
Caf1,Caf3,58.59852041
Caf1,Col1,114.7589031
Caf1,Col2,90.9581974
Caf1,Col3,98.07781901
Caf1,Comp1,85.7704474
Caf1,Comp2,115.4075021
Caf1,Comp3,86.6214474
Caf1,Sura1,124.0001531
Caf1,Sura2,112.070819
Caf1,San1,91.30162954
Caf1,San2,138.7295021
Caf1,SV1,123.5175638
Caf1,SV2,145.1569279
Caf1,SV3,93.41164241
Caf1,San_F,99.00235642
Caf1,San_J,110.2662224
Caf1,JMH,105.014005
Caf1,Duit,91.13575
Caf1,Nar,121.1135751
Caf1,Ller,95.88771913
Caf1,Urib,113.2989031
Caf1,Mede,85.9349474
Caf1,Padu,146.9069724
Caf2,Disin,43.12955724
Caf2,Quimi,80.75434439
Caf2,Phar,65.34458224
Caf2,Alc,84.7959406
Caf2,Occ,65.14836197
Caf2,Car,67.78142645
Caf2,Lib,96.84853778
Caf2,Cal,60.14670259
Caf2,Fab,117.2331148
Caf2,Mul,104.286329
Caf2,Sab,108.5053645
Caf2,Boy,79.19505724
Caf2,Med,83.29559439
Caf2,Yum,66.38311197
Caf2,Cart,75.12405004
Caf2,Iba,52.55457898
Caf2,CV1,113.4129894
Caf2,CV2,106.983482
Caf2,CV3,118.699928
Caf2,Oli1,70.18628778
Caf2,Oli2,45.08406816
Caf2,Oli3,100.3737035
Caf2,Disf,84.0544406
Caf2,Audi,40.20355724
Caf2,Caf1,48.41718698
Caf2,Caf2,0
Caf2,Caf3,98.6717082
Caf2,Col1,82.21834439
Caf2,Col2,46.89855724
Caf2,Col3,59.58720259
Caf2,Comp1,41.71080724
Caf2,Comp2,71.34786197
Caf2,Comp3,42.56180724
Caf2,Sura1,91.59309439
Caf2,Sura2,73.58020259
Caf2,San1,47.24198938
Caf2,San2,94.66986197
Caf2,SV1,145.7692878
Caf2,SV2,101.0972878
Caf2,SV3,81.36205451
Caf2,San_F,54.94271627
Caf2,San_J,66.20658224
Caf2,JMH,60.9543648
Caf2,Duit,89.38366587
Caf2,Nar,96.9143648
Caf2,Ller,51.82807898
Caf2,Urib,80.37334439
Caf2,Mede,41.87530724
Caf2,Padu,102.8473322
Caf3,Disin,91.52637512
Caf3,Quimi,79.12385677
Caf3,Phar,66.70616481
Caf3,Alc,77.31334712
Caf3,Occ,89.2258261
Caf3,Car,90.13842229
Caf3,Lib,95.00225654
Caf3,Cal,40.0387986
Caf3,Fab,134.1282027
Caf3,Mul,123.020362
Caf3,Sab,86.70377139
Caf3,Boy,105.6850771
Caf3,Med,77.3983857
Caf3,Yum,87.8623261
Caf3,Cart,60.0085486
Caf3,Iba,71.52127513
Caf3,CV1,134.4565583
Caf3,CV2,37.97005013
Caf3,CV3,113.666935
Caf3,Oli1,121.5885065
Caf3,Oli2,62.44648052
Caf3,Oli3,55.64296979
Caf3,Disf,76.57184712
Caf3,Audi,94.44612512
Caf3,Caf1,61.68265306
Caf3,Caf2,95.49126903
Caf3,Caf3,0
Caf3,Col1,77.56835677
Caf3,Col2,97.19012512
Caf3,Col3,39.4792986
Caf3,Comp1,93.59387512
Caf3,Comp2,95.39566481
Caf3,Comp3,95.06712512
Caf3,Sura1,67.90510677
Caf3,Sura2,53.4722986
Caf3,San1,68.28555833
Caf3,San2,115.9017986
Caf3,SV1,70.17532327
Caf3,SV2,129.7600041
Caf3,SV3,109.0177142
Caf3,San_F,115.1795486
Caf3,San_J,67.46785124
Caf3,JMH,136.5626012
Caf3,Duit,93.40457714
Caf3,Nar,124.8029297
Caf3,Ller,72.14077513
Caf3,Urib,78.74285677
Caf3,Mede,93.21687512
Caf3,Padu,93.1902873
Col1,Disin,89.20789891
Col1,Quimi,2.13675
Col1,Phar,86.60951932
Col1,Alc,65.4381531
Col1,Occ,101.6613923
Col1,Car,118.471
Col1,Lib,113.8638527
Col1,Cal,48.53025
Col1,Fab,90.77989451
Col1,Mul,134.7672964
Col1,Sab,31.93298624
Col1,Boy,75.71571993
Col1,Med,1.6135
Col1,Yum,102.8961423
Col1,Cart,59.88575
Col1,Iba,103.144
Col1,CV1,128.9754699
Col1,CV2,77.05196465
Col1,CV3,85.98634072
Col1,Oli1,140.4501027
Col1,Oli2,102.734
Col1,Oli3,62.99378784
Col1,Disf,64.6966531
Col1,Audi,92.12764891
Col1,Caf1,114.9361531
Col1,Caf2,81.32536095
Col1,Caf3,72.82001485
Col1,Col1,0
Col1,Col2,94.87164891
Col1,Col3,48.37925
Col1,Comp1,91.27539891
Col1,Comp2,107.8608923
Col1,Comp3,92.74864891
Col1,Sura1,9.70925
Col1,Sura2,53.34575
Col1,San1,117.9516489
Col1,San2,98.5403004
Col1,SV1,72.43613319
Col1,SV2,156.6001241
Col1,SV3,50.82185748
Col1,San_F,56.889
Col1,San_J,85.56076932
Col1,JMH,94.31514467
Col1,Duit,87.70671993
Col1,Nar,70.03214451
Col1,Ller,102.563
Col1,Urib,1.75575
Col1,Mede,90.89839891
Col1,Padu,104.4567964
Col2,Disin,5.73575
Col2,Quimi,96.38199474
Col2,Phar,109.2746049
Col2,Alc,97.90775
Col2,Occ,109.0783846
Col2,Car,111.7114491
Col2,Lib,140.7785604
Col2,Cal,71.837
Col2,Fab,137.216142
Col2,Mul,81.84475
Col2,Sab,78.36923369
Col2,Boy,34.5865
Col2,Med,96.43999474
Col2,Yum,110.3131346
Col2,Cart,88.9685
Col2,Iba,53.22175
Col2,CV1,87.3955
Col2,CV2,71.5139248
Col2,CV3,79.01671851
Col2,Oli1,114.1163104
Col2,Oli2,89.01409082
Col2,Oli3,69.65290404
Col2,Disf,97.365
Col2,Audi,6.94275
Col2,Caf1,92.34720965
Col2,Caf2,43.93002266
Col2,Caf3,90.85527886
Col2,Col1,94.82649474
Col2,Col2,0
Col2,Col3,71.6555
Col2,Comp1,6.24125
Col2,Comp2,115.2778846
Col2,Comp3,6.241
Col2,Sura1,85.16324474
Col2,Sura2,83.6865
Col2,San1,33.99325
Col2,San2,91.6866902
Col2,SV1,118.8723806
Col2,SV2,145.0273104
Col2,SV3,43.96824727
Col2,San_F,98.87273893
Col2,San_J,110.1366049
Col2,JMH,87.46153446
Col2,Duit,46.12275
Col2,Nar,116.468392
Col2,Ller,52.49525
Col2,Urib,96.00099474
Col2,Mede,7.08725
Col2,Padu,112.0675
Col3,Disin,74.19
Col3,Quimi,46.72275
Col3,Phar,97.7275
Col3,Alc,83.94578657
Col3,Occ,65.3225
Col3,Car,123.7933969
Col3,Lib,132.3714861
Col3,Cal,0.5595
Col3,Fab,109.287528
Col3,Mul,107.2675
Col3,Sab,50.44061971
Col3,Boy,94.22335341
Col3,Med,49.4075
Col3,Yum,64.09075
Col3,Cart,20.52925
Col3,Iba,59.26525
Col3,CV1,147.4831034
Col3,CV2,66.4518376
Col3,CV3,74.18763641
Col3,Oli1,126.1982582
Col3,Oli2,101.0960386
Col3,Oli3,81.50142131
Col3,Disf,83.20428657
Col3,Audi,74.71675
Col3,Caf1,100.7671587
Col3,Caf2,56.01197044
Col3,Caf3,39.08450561
Col3,Col1,48.53075
Col3,Col2,72.01325
Col3,Col3,0
Col3,Comp1,74.05325
Col3,Comp2,70.38225
Col3,Comp3,74.59775
Col3,Sura1,57.772
Col3,Sura2,13.993
Col3,San1,102.08975
Col3,San2,76.4225
Col3,SV1,90.94376667
Col3,SV2,157.1092582
Col3,SV3,98.88460748
Col3,San_F,75.70025
Col3,San_J,96.88025
Col3,JMH,116.9663352
Col3,Duit,106.2143534
Col3,Nar,88.53977799
Col3,Ller,58.6875
Col3,Urib,46.973
Col3,Mede,75.3585
Col3,Padu,108.291
Comp1,Disin,1.41875
Comp1,Quimi,92.06499474
Comp1,Phar,104.2933549
Comp1,Alc,103.89875
Comp1,Occ,104.0971346
Comp1,Car,106.7301991
Comp1,Lib,135.7973104
Comp1,Cal,73.585
Comp1,Fab,139.4232845
Comp1,Mul,77.26175
Comp1,Sab,81.53548369
Comp1,Boy,37.75275
Comp1,Med,92.12299474
Comp1,Yum,105.3318846
Comp1,Cart,84.38525
Comp1,Iba,48.63875
Comp1,CV1,90.5625
Comp1,CV2,65.2726748
Comp1,CV3,81.00087369
Comp1,Oli1,109.1350604
Comp1,Oli2,84.03284082
Comp1,Oli3,66.32041007
Comp1,Disf,103.356
Comp1,Audi,1.9615
Comp1,Caf1,87.36595965
Comp1,Caf2,38.94877266
Comp1,Caf3,86.53827886
Comp1,Col1,90.50949474
Comp1,Col2,5.991
Comp1,Col3,73.4035
Comp1,Comp1,0
Comp1,Comp2,110.2966346
Comp1,Comp3,2.41
Comp1,Sura1,80.84624474
Comp1,Sura2,79.10325
Comp1,San1,28.7235
Comp1,San2,87.3696902
Comp1,SV1,122.0386306
Comp1,SV2,140.0460604
Comp1,SV3,39.65124727
Comp1,San_F,93.89148893
Comp1,San_J,105.1553549
Comp1,JMH,83.14453446
Comp1,Duit,49.29275
Comp1,Nar,119.1045345
Comp1,Ller,47.91225
Comp1,Urib,91.68399474
Comp1,Mede,1.30525
Comp1,Padu,107.48425
Comp2,Disin,113.2367184
Comp2,Quimi,106.4378923
Comp2,Phar,29.41575
Comp2,Alc,110.1468229
Comp2,Occ,6.91325
Comp2,Car,137.8885876
Comp2,Lib,158.5725225
Comp2,Cal,69.94575
Comp2,Fab,111.07125
Comp2,Mul,73.9535
Comp2,Sab,76.64165606
Comp2,Boy,120.4243898
Comp2,Med,109.1226423
Comp2,Yum,7.75725
Comp2,Cart,50.127
Comp2,Iba,122.6617401
Comp2,CV1,166.8424933
Comp2,CV2,89.09497646
Comp2,CV3,85.28192177
Comp2,Oli1,140.2934489
Comp2,Oli2,115.1912293
Comp2,Oli3,87.10562048
Comp2,Disf,109.4053229
Comp2,Audi,110.3107184
Comp2,Caf1,118.5243481
Comp2,Caf2,70.10716111
Comp2,Caf3,93.45366822
Comp2,Col1,108.3861423
Comp2,Col2,117.0057184
Comp2,Col3,69.79475
Comp2,Comp1,111.8179684
Comp2,Comp2,0
Comp2,Comp3,112.6689684
Comp2,Sura1,117.6273923
Comp2,Sura2,56.69175
Comp2,San1,117.3491505
Comp2,San2,34.762
Comp2,SV1,117.144803
Comp2,SV2,171.2044489
Comp2,SV3,82.24185071
Comp2,San_F,111.70625
Comp2,San_J,28.5685
Comp2,JMH,97.281
Comp2,Duit,132.4153898
Comp2,Nar,90.3235
Comp2,Ller,121.9352401
Comp2,Urib,106.9261423
Comp2,Mede,111.9824684
Comp2,Padu,44.65625
Comp3,Disin,3.1655
Comp3,Quimi,93.81174474
Comp3,Phar,104.8258549
Comp3,Alc,103.777
Comp3,Occ,104.6296346
Comp3,Car,107.2626991
Comp3,Lib,136.3298104
Comp3,Cal,73.463
Comp3,Fab,141.1700345
Comp3,Mul,78.624
Comp3,Sab,83.28223369
Comp3,Boy,39.4995
Comp3,Med,93.86974474
Comp3,Yum,105.8643846
Comp3,Cart,86.01275
Comp3,Iba,50.001
Comp3,CV1,92.30925
Comp3,CV2,67.0194248
Comp3,CV3,81.53337369
Comp3,Oli1,109.6675604
Comp3,Oli2,84.56534082
Comp3,Oli3,63.91041007
Comp3,Disf,103.23425
Comp3,Audi,2.494
Comp3,Caf1,87.89845965
Comp3,Caf2,39.48127266
Comp3,Caf3,88.28502886
Comp3,Col1,92.25624474
Comp3,Col2,5.86925
Comp3,Col3,73.28175
Comp3,Comp1,1.74675
Comp3,Comp2,110.8291346
Comp3,Comp3,0
Comp3,Sura1,82.59299474
Comp3,Sura2,80.46575
Comp3,San1,29.5445
Comp3,San2,89.1164402
Comp3,SV1,123.7853806
Comp3,SV2,140.5785604
Comp3,SV3,41.39799727
Comp3,San_F,94.42398893
Comp3,San_J,105.6878549
Comp3,JMH,84.89128446
Comp3,Duit,51.0395
Comp3,Nar,120.8512845
Comp3,Ller,49.2745
Comp3,Urib,93.43074474
Comp3,Mede,2.6705
Comp3,Padu,108.84675
Sura1,Disin,79.49864891
Sura1,Quimi,11.21875
Sura1,Phar,95.69151932
Sura1,Alc,74.5201531
Sura1,Occ,110.7433923
Sura1,Car,121.74525
Sura1,Lib,122.9458527
Sura1,Cal,57.6125
Sura1,Fab,99.86189451
Sura1,Mul,141.434
Sura1,Sab,41.01498624
Sura1,Boy,84.79771993
Sura1,Med,11.27675
Sura1,Yum,111.9781423
Sura1,Cart,68.703
Sura1,Iba,93.43475
Sura1,CV1,138.0574699
Sura1,CV2,86.13396465
Sura1,CV3,80.12065174
Sura1,Oli1,149.5321027
Sura1,Oli2,106.00925
Sura1,Oli3,60.75787491
Sura1,Disf,73.7786531
Sura1,Audi,82.41839891
Sura1,Caf1,124.0181531
Sura1,Caf2,90.40736095
Sura1,Caf3,63.83080036
Sura1,Col1,9.66325
Sura1,Col2,85.16239891
Sura1,Col3,57.4615
Sura1,Comp1,81.56614891
Sura1,Comp2,116.9428923
Sura1,Comp3,83.03939891
Sura1,Sura1,0
Sura1,Sura2,62.42775
Sura1,San1,108.2423989
Sura1,San2,88.8310504
Sura1,SV1,81.51813319
Sura1,SV2,154.3642112
Sura1,SV3,41.11260748
Sura1,San_F,65.97125
Sura1,San_J,94.64276932
Sura1,JMH,84.60589467
Sura1,Duit,96.78871993
Sura1,Nar,79.11414451
Sura1,Ller,92.85375
Sura1,Urib,10.83775
Sura1,Mede,81.18914891
Sura1,Padu,113.5387964
Sura2,Disin,86.455
Sura2,Quimi,51.09575
Sura2,Phar,84.17975
Sura2,Alc,96.94453657
Sura2,Occ,51.77475
Sura2,Car,137.2006469
Sura2,Lib,145.3702361
Sura2,Cal,13.55825
Sura2,Fab,122.286278
Sura2,Mul,119.5325
Sura2,Sab,63.43936971
Sura2,Boy,107.2221034
Sura2,Med,53.63975
Sura2,Yum,50.543
Sura2,Cart,6.72025
Sura2,Iba,71.53325
Sura2,CV1,160.4818534
Sura2,CV2,79.4505876
Sura2,CV3,87.59488641
Sura2,Oli1,139.6055082
Sura2,Oli2,114.5032886
Sura2,Oli3,94.50017131
Sura2,Disf,96.20303657
Sura2,Audi,86.98175
Sura2,Caf1,114.1744087
Sura2,Caf2,69.41922044
Sura2,Caf3,52.49175561
Sura2,Col1,52.9035
Sura2,Col2,84.27825
Sura2,Col3,13.40725
Sura2,Comp1,86.31825
Sura2,Comp2,56.8345
Sura2,Comp3,86.8625
Sura2,Sura1,62.14475
Sura2,Sura2,0
Sura2,San1,114.35475
Sura2,San2,62.87475
Sura2,SV1,103.9425167
Sura2,SV2,170.5165082
Sura2,SV3,103.2573575
Sura2,San_F,62.1525
Sura2,San_J,83.3325
Sura2,JMH,130.3735852
Sura2,Duit,119.2131034
Sura2,Nar,101.538528
Sura2,Ller,70.95225
Sura2,Urib,51.34575
Sura2,Mede,87.6235
Sura2,Padu,94.743
San1,Disin,29.6515
San1,Quimi,120.2977447
San1,Phar,112.1141517
San1,Alc,125.3119015
San1,Occ,111.9179315
San1,Car,114.5509959
San1,Lib,143.6181073
San1,Cal,102.128
San1,Fab,145.134421
San1,Mul,101.2365
San1,Sab,91.80673462
San1,Boy,66.40575
San1,Med,120.3557447
San1,Yum,113.1526815
San1,Cart,108.36025
San1,Iba,72.6135
San1,CV1,66.171
San1,CV2,94.4209248
San1,CV3,107.2528737
San1,Oli1,116.9558573
San1,Oli2,91.85363765
San1,Oli3,60.74593302
San1,Disf,124.5704015
San1,Audi,28.2135
San1,Caf1,95.18675647
San1,Caf2,46.76956949
San1,Caf3,62.82271366
San1,Col1,118.7422447
San1,Col2,34.53425
San1,Col3,101.94675
San1,Comp1,29.14825
San1,Comp2,118.1174315
San1,Comp3,30.1975
San1,Sura1,109.0789947
San1,Sura2,103.07825
San1,San1,0
San1,San2,115.6024402
San1,SV1,132.3098816
San1,SV2,147.8668573
San1,SV3,67.88399727
San1,San_F,101.7122858
San1,San_J,112.9761517
San1,JMH,107.7239343
San1,Duit,77.94675
San1,Nar,129.9058929
San1,Ller,71.887
San1,Urib,119.9167447
San1,Mede,28.8905
San1,Padu,131.45925
San2,Disin,85.86589215
San2,Quimi,99.89359818
San2,Phar,63.80225
San2,Alc,108.2082626
San2,Occ,29.35775
San2,Car,146.2852503
San2,Lib,156.6339622
San2,Cal,76.24975
San2,Fab,133.550004
San2,Mul,107.51075
San2,Sab,74.70309577
San2,Boy,118.4858295
San2,Med,99.95159818
San2,Yum,30.384
San2,Cart,56.5965
San2,Iba,132.5486138
San2,CV1,171.7455795
San2,CV2,102.5830163
San2,CV3,106.4266442
San2,Oli1,162.7379489
San2,Oli2,116.3282503
San2,Oli3,69.20455468
San2,Disf,107.4667626
San2,Audi,88.78564215
San2,Caf1,140.9688481
San2,Caf2,92.55166111
San2,Caf3,115.1832556
San2,Col1,98.33809818
San2,Col2,91.52964215
San2,Col3,76.09875
San2,Comp1,87.93339215
San2,Comp2,34.69425
San2,Comp3,89.40664215
San2,Sura1,88.67484818
San2,Sura2,62.99575
San2,San1,114.6096421
San2,San2,0
San2,SV1,115.2062427
San2,SV2,162.810891
San2,SV3,47.47985071
San2,San_F,118.0875
San2,San_J,62.955
San2,JMH,90.97313791
San2,Duit,130.4768295
San2,Nar,112.802254
San2,Ller,133.1681138
San2,Urib,99.51259818
San2,Mede,87.55639215
San2,Padu,78.21325
SV1,Disin,123.1173806
SV1,Quimi,70.29938319
SV1,Phar,95.17968003
SV1,Alc,74.00831381
SV1,Occ,110.231553
SV1,Car,79.8005
SV1,Lib,63.94075
SV1,Cal,90.38426667
SV1,Fab,99.35005523
SV1,Mul,143.3374571
SV1,Sab,40.50314695
SV1,Boy,84.28588065
SV1,Med,72.98413319
SV1,Yum,111.466303
SV1,Cart,111.0632667
SV1,Iba,135.3808193
SV1,CV1,137.5456306
SV1,CV2,101.8295943
SV1,CV3,74.76742766
SV1,Oli1,75.33075
SV1,Oli2,109.1335
SV1,Oli3,71.56394855
SV1,Disf,73.26681381
SV1,Audi,124.9538806
SV1,Caf1,123.5063138
SV1,Caf2,141.4815981
SV1,Caf3,63.85954417
SV1,Col1,72.24763319
SV1,Col2,120.5071306
SV1,Col3,90.87926667
SV1,Comp1,124.3446306
SV1,Comp2,116.431053
SV1,Comp3,126.3223806
SV1,Sura1,81.48888319
SV1,Sura2,104.5230167
SV1,San1,132.1451025
SV1,San2,115.2062427
SV1,SV1,0
SV1,SV2,92.67225
SV1,SV3,122.6014907
SV1,San_F,94.06579515
SV1,San_J,94.13093003
SV1,JMH,114.7773052
SV1,Duit,96.27688065
SV1,Nar,78.60230523
SV1,Ller,136.0003193
SV1,Urib,70.78763319
SV1,Mede,124.4718806
SV1,Padu,113.0269571
SV2,Disin,142.5506193
SV2,Quimi,148.846994
SV2,Phar,164.7656443
SV2,Alc,152.5559246
SV2,Occ,164.569424
SV2,Car,43.5415
SV2,Lib,57.30075
SV2,Cal,158.1204023
SV2,Fab,172.3784441
SV2,Mul,191.7751095
SV2,Sab,119.0507577
SV2,Boy,162.8334914
SV2,Med,151.531744
SV2,Yum,165.804174
SV2,Cart,174.5451121
SV2,Iba,151.975641
SV2,CV1,186.0044766
SV2,CV2,104.2643414
SV2,CV3,104.4439051
SV2,Oli1,30.6385
SV2,Oli2,72.9255
SV2,Oli3,87.98995612
SV2,Disf,151.8144246
SV2,Audi,139.6246193
SV2,Caf1,147.838249
SV2,Caf2,99.42106202
SV2,Caf3,118.0816037
SV2,Col1,150.795244
SV2,Col2,146.3196193
SV2,Col3,157.5609023
SV2,Comp1,141.1318693
SV2,Comp2,170.768924
SV2,Comp3,141.9828693
SV2,Sura1,152.6259933
SV2,Sura2,171.5539023
SV2,San1,146.6630514
SV2,San2,161.6118228
SV2,SV1,92.6615
SV2,SV2,0
SV2,SV3,141.6362027
SV2,San_F,154.3637783
SV2,San_J,165.6276443
SV2,JMH,160.3754268
SV2,Duit,174.8244914
SV2,Nar,157.149916
SV2,Ller,151.249141
SV2,Urib,149.335244
SV2,Mede,141.2963693
SV2,Padu,170.104043
SV3,Disin,38.38604144
SV3,Quimi,52.41374747
SV3,Phar,111.5206929
SV3,Alc,115.7151506
SV3,Occ,77.07619293
SV3,Car,98.80539954
SV3,Lib,164.1408501
SV3,Cal,98.80749747
SV3,Fab,99.77203719
SV3,Mul,116.3252914
SV3,Sab,82.20998371
SV3,Boy,75.78979144
SV3,Med,52.47174747
SV3,Yum,78.10244293
SV3,Cart,104.3149429
SV3,Iba,85.0687631
SV3,CV1,128.6005414
SV3,CV2,105.7262162
SV3,CV3,120.3451651
SV3,Oli1,143.8221803
SV3,Oli2,68.84839954
SV3,Oli3,101.9528724
SV3,Disf,114.9736506
SV3,Audi,41.30579144
SV3,Caf1,93.50514756
SV3,Caf2,78.2930641
SV3,Caf3,105.0257978
SV3,Col1,50.85824747
SV3,Col2,44.04979144
SV3,Col3,98.65649747
SV3,Comp1,40.45354144
SV3,Comp2,82.41269293
SV3,Comp3,41.92679144
SV3,Sura1,41.19499747
SV3,Sura2,103.6227475
SV3,San1,67.12979144
SV3,San2,47.71844293
SV3,SV1,122.7131307
SV3,SV2,138.9741495
SV3,SV3,0
SV3,San_F,107.1662475
SV3,San_J,110.6734429
SV3,JMH,43.49328719
SV3,Duit,87.33154144
SV3,Nar,79.45328719
SV3,Ller,85.6882631
SV3,Urib,52.03274747
SV3,Mede,40.07654144
SV3,Padu,97.41438068
San_F,Disin,95.87456486
San_F,Quimi,55.08975
San_F,Phar,108.2391813
San_F,Alc,87.06781505
San_F,Occ,106.78475
San_F,Car,120.5264341
San_F,Lib,135.4935146
San_F,Cal,75.915
San_F,Fab,112.4095565
San_F,Mul,156.3969584
San_F,Sab,53.56264819
San_F,Boy,97.34538189
San_F,Med,57.7745
San_F,Yum,105.553
San_F,Cart,61.71575
San_F,Iba,105.2995866
San_F,CV1,150.6051319
San_F,CV2,77.43723832
San_F,CV3,88.60160635
San_F,Oli1,122.9312954
San_F,Oli2,97.82907578
San_F,Oli3,84.62344979
San_F,Disf,86.32631505
San_F,Audi,92.94856486
San_F,Caf1,101.1621946
San_F,Caf2,52.74500762
San_F,Caf3,111.9899839
San_F,Col1,56.8975
San_F,Col2,99.64356486
San_F,Col3,75.764
San_F,Comp1,94.45581486
San_F,Comp2,111.8445
San_F,Comp3,95.30681486
San_F,Sura1,66.13875
San_F,Sura2,62.661
San_F,San1,99.986997
San_F,San2,117.8845
San_F,SV1,94.06579515
San_F,SV2,153.8422954
San_F,SV3,107.2513575
San_F,San_F,0
San_F,San_J,107.1904313
San_F,JMH,113.6993724
San_F,Duit,109.3363819
San_F,Nar,91.66180647
San_F,Ller,104.5730866
San_F,Urib,55.33975
San_F,Mede,94.62031486
San_F,Padu,126.0864584
San_J,Disin,104.9487687
