a,b,c
Sal,Pas,255.763
Sal,Lab,884.344
Sal,Fab,1601.67
Sal,Mul,1077.567
Sal,Aer,891.636
Sal,Tun,736.228
Sal,Med,759.558
Sal,Yum,1136.694
Sal,Car,961.403
Sal,Iba,885.568
Sal,OliM,436.534
Sal,Caf,548.79
Sal,Dis,466.897
Sal,Cru,935.721
Sal,Col,762.834
Sal,OliB,301.323
Sal,San,1002.645
Sal,SurR,774.488
Sal,SurP,936.303
Sal,Com,891.636
Sal,Sal,0
Sal,Aud,894.442
Sal,SanF,987.745
Sal,UnivSJ,1267.852
Sal,JosM,1394.162
Sal,RegD,770.639
Sal,UnivDN,1514.872
Sal,Fed,883.246
Sal,Env,768.526
Sal,Bog,860.905
Sal,Hui,1198.458
Sal,Azu,883.476
Sal,Eco,883.619
Sal,Pro,1161.86
Aud,Cart,1056.676
Aud,Bue,497.2
Aud,Dis,12.528
Aud,Qui,434.476
Aud,Alc,438.768
Aud,Rep,452.801
Aud,Pha,582.42
Aud,Fár,859.052
Aud,Pas,941.754
Aud,Lab,297.155
Aud,Fab,847.022
Aud,Mul,306.125
Aud,Aer,9.433
Aud,Tun,155.966
Aud,Med,423.092
Aud,Yum,447.873
Aud,Car,334.62
Aud,Iba,192.107
Aud,OliM,796.112
Aud,Caf,565.679
Aud,Dis,436.597
Aud,Cru,367.205
Aud,Col,426.125
Aud,OliB,987.315
Aud,San,110.283
Aud,SurR,380.679
Aud,SurP,313.492
Aud,Com,6.029
Aud,Sal,850.661
Aud,Aud,0
Aud,SanF,556.349
Aud,UnivSJ,579.031
Aud,JosM,622.72
Aud,RegD,202.124
Aud,UnivDN,765.747
Aud,Fed,188.728
Aud,Env,430.824
Aud,Bog,6.687
Aud,Hui,427.016
Aud,Azu,26.78
Aud,Eco,296.43
Aud,Pro,473.039
SanF,Cart,869.615
SanF,Bue,471.538
SanF,Dis,595.247
SanF,Qui,220.359
SanF,Alc,612.555
SanF,Rep,427.139
SanF,Pha,556.759
SanF,Fár,697.965
SanF,Pas,1067.02
SanF,Lab,303.66
SanF,Fab,887.187
SanF,Mul,727.557
SanF,Aer,596.877
SanF,Tun,650.024
SanF,Med,231.427
SanF,Yum,422.212
SanF,Car,246.863
SanF,Iba,535.556
SanF,OliM,635.024
SanF,Caf,810.548
SanF,Dis,610.545
SanF,Cru,849.516
SanF,Col,227.59
SanF,OliB,934.807
SanF,San,706.846
SanF,SurR,264.555
SanF,SurP,250.644
SanF,Com,594.7
SanF,Sal,975.927
SanF,Aud,597.353
SanF,SanF,0
SanF,UnivSJ,553.369
SanF,JosM,828.22
SanF,RegD,684.432
SanF,UnivDN,800.389
SanF,Fed,533.236
SanF,Env,221.359
SanF,Bog,601.175
SanF,Hui,599.012
SanF,Azu,586.54
SanF,Eco,303.056
SanF,Pro,447.378
UnivSJ,Cart,1186.271
UnivSJ,Bue,251.771
UnivSJ,Dis,579.167
UnivSJ,Qui,537.015
UnivSJ,Alc,892.304
UnivSJ,Rep,140.376
UnivSJ,Pha,4.195
UnivSJ,Fár,1014.62
UnivSJ,Pas,1346.769
UnivSJ,Lab,386.865
UnivSJ,Fab,334.636
UnivSJ,Mul,265.682
UnivSJ,Aer,579.391
UnivSJ,Tun,726.193
UnivSJ,Med,547.19
UnivSJ,Yum,143.753
UnivSJ,Car,308.243
UnivSJ,Iba,477.969
UnivSJ,OliM,951.682
UnivSJ,Caf,1090.296
UnivSJ,Dis,890.293
UnivSJ,Cru,934.028
UnivSJ,Col,544.246
UnivSJ,OliB,1251.463
UnivSJ,San,668.887
UnivSJ,SurR,581.211
UnivSJ,SurP,333.849
UnivSJ,Com,574.122
UnivSJ,Sal,1255.676
UnivSJ,Aud,571.456
UnivSJ,SanF,554.216
UnivSJ,UnivSJ,0
UnivSJ,JosM,276.379
UnivSJ,RegD,772.348
UnivSJ,UnivDN,247.838
UnivSJ,Fed,474.592
UnivSJ,Env,538.015
UnivSJ,Bog,574.163
UnivSJ,Hui,148.492
UnivSJ,Azu,593.084
UnivSJ,Eco,386.261
UnivSJ,Pro,113.24
JosM,Cart,1588.633
JosM,Bue,526.069
JosM,Dis,630.282
JosM,Qui,934.211
JosM,Alc,1019.246
JosM,Rep,414.674
JosM,Pha,278.29
JosM,Fár,1358.786
JosM,Pas,1473.711
JosM,Lab,661.162
JosM,Fab,225.115
JosM,Mul,316.797
JosM,Aer,630.507
JosM,Tun,777.309
JosM,Med,922.826
JosM,Yum,418.05
JosM,Car,581.888
JosM,Iba,529.085
JosM,OliM,1296.184
JosM,Caf,1217.238
JosM,Dis,1017.236
JosM,Cru,985.146
JosM,Col,925.86
JosM,OliB,1519.272
JosM,San,720.002
JosM,SurR,880.413
JosM,SurP,608.147
JosM,Com,625.238
JosM,Sal,1382.618
JosM,Aud,622.571
JosM,SanF,828.514
JosM,UnivSJ,276.911
JosM,JosM,0
JosM,RegD,823.464
JosM,UnivDN,143.84
JosM,Fed,525.708
JosM,Env,930.558
JosM,Bog,625.279
JosM,Hui,232.788
JosM,Azu,644.199
JosM,Eco,660.558
JosM,Pro,387.537
RegD,Cart,972.069
RegD,Bue,697.126
RegD,Dis,195.376
RegD,Qui,472.366
RegD,Alc,325.47
RegD,Rep,652.726
RegD,Pha,782.346
RegD,Fár,920.582
RegD,Pas,857.148
RegD,Lab,473.174
RegD,Fab,1046.948
RegD,Mul,506.051
RegD,Aer,208.196
RegD,Tun,49.122
RegD,Med,460.982
RegD,Yum,647.799
RegD,Car,534.546
RegD,Iba,392.029
RegD,OliM,758.927
RegD,Caf,363.524
RegD,Dis,323.299
RegD,Cru,165.559
RegD,Col,466.425
RegD,OliB,902.708
RegD,San,309.269
RegD,SurR,556.698
RegD,SurP,513.418
RegD,Com,200.285
RegD,Sal,766.054
RegD,Aud,202.723
RegD,SanF,756.275
RegD,UnivSJ,778.957
RegD,JosM,822.646
RegD,RegD,0
RegD,UnivDN,965.673
RegD,Fed,388.653
RegD,Env,472.117
RegD,Bog,200.782
RegD,Hui,626.942
RegD,Azu,184.935
RegD,Eco,472.449
RegD,Pro,672.965
UnivDN,Cart,1437.265
UnivDN,Bue,502.766
UnivDN,Dis,774.126
UnivDN,Qui,788.009
UnivDN,Alc,1143.298
UnivDN,Rep,391.37
UnivDN,Pha,245.435
UnivDN,Fár,1265.614
UnivDN,Pas,1597.763
UnivDN,Lab,637.859
UnivDN,Fab,82.991
UnivDN,Mul,460.641
UnivDN,Aer,774.35
UnivDN,Tun,921.155
UnivDN,Med,798.185
UnivDN,Yum,394.747
UnivDN,Car,558.584
UnivDN,Iba,672.927
UnivDN,OliM,1202.678
UnivDN,Caf,1341.29
UnivDN,Dis,1141.288
UnivDN,Cru,1128.991
UnivDN,Col,795.24
UnivDN,OliB,1502.457
UnivDN,San,863.846
UnivDN,SurR,832.205
UnivDN,SurP,584.843
UnivDN,Com,769.082
UnivDN,Sal,1506.67
UnivDN,Aud,766.415
UnivDN,SanF,805.21
UnivDN,UnivSJ,248.883
UnivDN,JosM,144.7
UnivDN,RegD,967.308
UnivDN,UnivDN,0
UnivDN,Fed,669.552
UnivDN,Env,789.009
UnivDN,Bog,769.123
UnivDN,Hui,399.487
UnivDN,Azu,788.043
UnivDN,Eco,637.255
UnivDN,Pro,364.234
Fed,Cart,1078.22
Fed,Bue,311.043
Fed,Dis,196.046
Fed,Qui,423.798
Fed,Alc,508.833
Fed,Rep,266.644
Fed,Pha,396.264
Fed,Fár,848.373
Fed,Pas,963.298
Fed,Lab,176.746
Fed,Fab,726.692
Fed,Mul,209.833
Fed,Aer,196.27
Fed,Tun,343.077
Fed,Med,412.413
Fed,Yum,261.716
Fed,Car,148.463
Fed,Iba,2.906
Fed,OliM,785.438
Fed,Caf,706.825
Fed,Dis,506.823
Fed,Cru,550.911
Fed,Col,415.447
Fed,OliB,1008.859
Fed,San,285.766
Fed,SurR,370
Fed,SurP,127.335
Fed,Com,191.001
Fed,Sal,872.205
Fed,Aud,188.335
Fed,SanF,370.192
Fed,UnivSJ,392.874
Fed,JosM,526.428
Fed,RegD,389.227
Fed,UnivDN,639.894
Fed,Fed,0
Fed,Env,420.145
Fed,Bog,191.042
Fed,Hui,330.724
Fed,Azu,209.963
Fed,Eco,176.142
Fed,Pro,286.882
Env,Cart,650.77
Env,Bue,458.339
Env,Dis,432.357
Env,Qui,1.524
Env,Alc,393.71
Env,Rep,413.94
Env,Pha,543.56
Env,Fár,479.119
Env,Pas,848.175
Env,Lab,189.36
Env,Fab,873.988
Env,Mul,617.74
Env,Aer,431.809
Env,Tun,431.186
Env,Med,11.689
Env,Yum,409.013
Env,Car,233.722
Env,Iba,425.735
Env,OliM,416.184
Env,Caf,591.702
Env,Dis,391.699
Env,Cru,630.676
Env,Col,7.38
Env,OliB,715.962
Env,San,542.818
Env,SurR,44.879
Env,SurP,208.622
Env,Com,431.81
Env,Sal,757.082
Env,Aud,434.616
Env,SanF,222.795
Env,UnivSJ,540.171
Env,JosM,934.335
Env,RegD,465.587
Env,UnivDN,787.19
Env,Fed,423.42
Env,Env,0
Env,Bog,436.152
Env,Hui,738.631
Env,Azu,423.65
Env,Eco,188.756
Env,Pro,434.179
Bog,Cart,1055.472
Bog,Bue,497.51
Bog,Dis,7.8
Bog,Qui,437.757
Bog,Alc,437.565
Bog,Rep,453.111
Bog,Pha,582.73
Bog,Fár,862.333
Bog,Pas,940.551
Bog,Lab,301.537
Bog,Fab,847.332
Bog,Mul,306.435
Bog,Aer,11.506
Bog,Tun,154.773
Bog,Med,426.373
Bog,Yum,448.183
Bog,Car,334.93
Bog,Iba,192.409
Bog,OliM,799.4
Bog,Caf,564.475
Bog,Dis,435.394
Bog,Cru,366.009
Bog,Col,429.406
Bog,OliB,986.111
Bog,San,111.866
Bog,SurR,383.96
Bog,SurP,313.802
Bog,Com,5.431
Bog,Sal,849.457
Bog,Aud,6.478
Bog,SanF,556.659
Bog,UnivSJ,579.341
Bog,JosM,623.03
Bog,RegD,200.92
Bog,UnivDN,766.057
Bog,Fed,189.038
Bog,Env,434.105
Bog,Bog,0
Bog,Hui,427.326
Bog,Azu,30.061
Bog,Eco,300.812
Bog,Pro,473.349
Hui,Cart,1393.078
Hui,Bue,309.361
Hui,Dis,434.727
Hui,Qui,738.655
Hui,Alc,823.691
Hui,Rep,197.966
Hui,Pha,151.457
Hui,Fár,1163.231
Hui,Pas,1278.156
Hui,Lab,432.25
Hui,Fab,481.886
Hui,Mul,121.242
Hui,Aer,434.951
Hui,Tun,581.761
Hui,Med,729.438
Hui,Yum,203.571
Hui,Car,353.623
Hui,Iba,333.524
Hui,OliM,1100.298
Hui,Caf,1021.683
Hui,Dis,821.68
Hui,Cru,789.596
Hui,Col,730.304
Hui,OliB,1323.716
Hui,San,524.447
Hui,SurR,684.858
Hui,SurP,379.234
Hui,Com,429.683
Hui,Sal,1187.063
Hui,Aud,427.016
Hui,SanF,599.602
Hui,UnivSJ,148.068
Hui,JosM,232.238
Hui,RegD,627.909
Hui,UnivDN,395.088
Hui,Fed,330.152
Hui,Env,735.003
Hui,Bog,429.724
Hui,Hui,0
Hui,Azu,448.644
Hui,Eco,431.646
Hui,Pro,188.301
Azu,Cart,1036.57
Azu,Bue,518.454
Azu,Dis,22.943
Azu,Qui,424.669
Azu,Alc,391.631
Azu,Rep,474.054
Azu,Pha,603.674
Azu,Fár,849.244
Azu,Pas,921.648
Azu,Lab,287.348
Azu,Fab,868.276
Azu,Mul,327.379
Azu,Aer,24.964
Azu,Tun,138.346
Azu,Med,413.285
Azu,Yum,469.127
Azu,Car,355.874
Azu,Iba,213.351
Azu,OliM,786.313
Azu,Caf,548.046
Azu,Dis,389.46
Azu,Cru,349.582
Azu,Col,416.318
Azu,OliB,967.209
Azu,San,135.973
Azu,SurR,370.871
Azu,SurP,334.746
Azu,Com,24.965
Azu,Sal,830.555
Azu,Aud,27.771
Azu,SanF,577.603
Azu,UnivSJ,600.285
Azu,JosM,643.974
Azu,RegD,184.491
Azu,UnivDN,787.001
Azu,Fed,209.981
Azu,Env,421.016
Azu,Bog,28.349
Azu,Hui,448.27
Azu,Azu,0
Azu,Eco,286.622
Azu,Pro,494.293
Eco,Cart,836.148
Eco,Bue,305.69
Eco,Dis,296.76
Eco,Qui,186.891
Eco,Alc,510.612
Eco,Rep,261.29
Eco,Pha,390.91
Eco,Fár,664.497
Eco,Pas,965.077
Eco,Lab,2.238
Eco,Fab,721.339
Eco,Mul,429.07
Eco,Aer,298.391
Eco,Tun,427.282
Eco,Med,198.718
Eco,Yum,256.363
Eco,Car,82.117
Eco,Iba,237.061
Eco,OliM,601.566
Eco,Caf,708.605
Eco,Dis,508.602
Eco,Cru,638.52
Eco,Col,194.123
Eco,OliB,1010.638
Eco,San,408.359
Eco,SurR,231.088
Eco,SurP,55.972
Eco,Com,296.213
Eco,Sal,873.984
Eco,Aud,298.867
Eco,SanF,302.801
Eco,UnivSJ,387.521
Eco,JosM,662.371
Eco,RegD,473.427
Eco,UnivDN,634.541
Eco,Fed,234.75
Eco,Env,187.892
Eco,Bog,302.688
Eco,Hui,433.164
Eco,Azu,288.053
Eco,Eco,0
Eco,Pro,281.529
Pro,Cart,1079.189
Pro,Bue,139.048
Pro,Dis,571.37
Pro,Qui,429.933
Pro,Alc,785.222
Pro,Rep,27.653
Pro,Pha,117.663
Pro,Fár,907.539
Pro,Pas,1239.687
Pro,Lab,279.783
Pro,Fab,448.091
Pro,Mul,295.814
Pro,Aer,573
Pro,Tun,701.894
Pro,Med,440.109
Pro,Yum,31.029
Pro,Car,200.508
Pro,Iba,511.669
Pro,OliM,844.609
Pro,Caf,983.214
Pro,Dis,783.212
Pro,Cru,913.129
Pro,Col,437.164
Pro,OliB,1144.381
Pro,San,699.019
Pro,SurR,474.129
Pro,SurP,226.767
Pro,Com,570.823
Pro,Sal,1148.594
Pro,Aud,573.477
Pro,SanF,447.135
Pro,UnivSJ,114.274
Pro,JosM,389.124
Pro,RegD,748.037
Pro,UnivDN,361.294
Pro,Fed,509.359
Pro,Env,430.933
Pro,Bog,577.298
Pro,Hui,178.625
Pro,Azu,562.663
Pro,Eco,279.179
Pro,Pro,0
